year	country	country_id	hs_category	import_value	export_value
2018	Bulgaria	bgr	Miscellaneous	1483194488.0	2080987806.0
2018	Uruguay	ury	Miscellaneous	572577410.0	98596948.0
2018	Grenada	grd	Miscellaneous	22413036.0	310282.0
2018	Mexico	mex	Miscellaneous	23480689628.0	40404417001.0
2018	Malta	mlt	Miscellaneous	404380735.0	424471322.0
2018	Russia	rus	Miscellaneous	14391831450.0	3102991183.0
2018	Bolivia	bol	Miscellaneous	490048674.0	18437365.0
2018	Finland	fin	Miscellaneous	4643641007.0	3446933353.0
2018	Sweden	swe	Miscellaneous	10294589284.0	8513835201.0
2018	Saint Kitts and Nevis	kna	Miscellaneous	27469253.0	14257045.999999998
2018	South Sudan	ssd	Miscellaneous	18497460.0	21344.0
2018	Venezuela	ven	Miscellaneous	319910568.0	21577461.0
2018	Belgium	bel	Miscellaneous	19746675381.0	12867512702.0
2018	Saint Helena	shn	Miscellaneous	1756368.0	627605.0
2018	Ethiopia	eth	Miscellaneous	300874124.0	7762059.0
2018	Gambia	gmb	Miscellaneous	42947484.0	549303.0
2018	Niue	niu	Miscellaneous	864316.0	740981.0
2018	Mauritius	mus	Miscellaneous	283634584.0	108354153.0
2018	Romania	rou	Miscellaneous	4747157878.0	6472624519.0
2018	Fiji	fji	Miscellaneous	134809466.0	13795989.0
2018	Hungary	hun	Miscellaneous	5877344848.0	7686299472.0
2018	Cuba	cub	Miscellaneous	357157769.0	11621510.0
2018	Turkey	tur	Miscellaneous	7768145165.0	6167574671.0
2018	Lesotho	lso	Miscellaneous	49153087.0	1664985.0
2018	Bonaire	bes	Miscellaneous	14093557.0	948648.0
2018	San Marino	smr	Miscellaneous	16832907.0	10598096.0
2018	Papua New Guinea	png	Miscellaneous	176716968.0	17439538.0
2018	Northern Mariana Islands	mnp	Miscellaneous	21112885.0	124615.0
2018	Portugal	prt	Miscellaneous	4625222283.0	4449093982.0
2018	Indonesia	idn	Miscellaneous	5946805076.0	5131098513.0
2018	Pitcairn Islands	pcn	Miscellaneous	406715.0	371332.0
2018	Chile	chl	Miscellaneous	3473573519.0	245478153.0
2018	Ukraine	ukr	Miscellaneous	2163081483.0	983866739.0
2018	Bahrain	bhr	Miscellaneous	807673178.0	224922159.0
2018	Guinea-Bissau	gnb	Miscellaneous	8611048.0	68922.0
2018	Thailand	tha	Miscellaneous	9479980445.0	11208050136.0
2018	Hong Kong	hkg	Miscellaneous	39374958470.0	9151559714.0
2018	Zimbabwe	zwe	Miscellaneous	116962259.0	11923410.0
2018	Nigeria	nga	Miscellaneous	1149650725.0	24196204.0
2018	Azerbaijan	aze	Miscellaneous	562837777.0	28564843.0
2018	Moldova	mda	Miscellaneous	201005034.0	223966332.0
2018	Democratic Republic of the Congo	cod	Miscellaneous	238730525.0	6970325.0
2018	Qatar	qat	Miscellaneous	2272217626.0	114991928.0
2018	Belarus	blr	Miscellaneous	1271931531.0	1148577701.0
2018	Bermuda	bmu	Miscellaneous	72033479.0	8027225.0
2018	Tajikistan	tjk	Miscellaneous	151090874.0	924861.0
2018	Saint Barthélemy	blm	Miscellaneous	37637109.0	230194.0
2018	Lebanon	lbn	Miscellaneous	1028209865.0	135092430.0
2018	Iceland	isl	Miscellaneous	481696628.0	197150859.0
2018	Botswana	bwa	Miscellaneous	281635292.0	7356748.0
2018	Spain	esp	Miscellaneous	19930460540.0	11590826327.0
2018	Togo	tgo	Miscellaneous	111573636.0	5938491.0
2018	Philippines	phl	Miscellaneous	5605694664.0	4308800904.0
2018	Czechia	cze	Miscellaneous	11189764930.0	14997030107.0
2018	Libya	lby	Miscellaneous	627907483.0	4558379.0
2018	Mali	mli	Miscellaneous	113088944.0	14209410.0
2018	Pakistan	pak	Miscellaneous	1931992420.0	946434148.0
2018	Comoros	com	Miscellaneous	24833356.0	860571.0
2018	Armenia	arm	Miscellaneous	288061533.0	79961452.0
2018	Ghana	gha	Miscellaneous	708483381.0	24311199.0
2018	Iran	irn	Miscellaneous	2656991194.0	215928601.0
2018	Senegal	sen	Miscellaneous	338523542.0	10089994.0
2018	Estonia	est	Miscellaneous	1044949462.0	1894860397.0
2018	Morocco	mar	Miscellaneous	1764818730.0	601975506.0
2018	Honduras	hnd	Miscellaneous	395403860.0	68957435.0
2018	Eritrea	eri	Miscellaneous	17224056.0	325867.0
2018	Bangladesh	bgd	Miscellaneous	1504681892.0	281403477.0
2018	British Indian Ocean Territory	iot	Miscellaneous	1624255.0	68799.0
2018	Mozambique	moz	Miscellaneous	323895716.0	5131875.0
2018	Aruba	abw	Miscellaneous	99746995.0	4169228.0
2018	Eswatini	swz	Miscellaneous	77662641.0	26437972.0
2018	Italy	ita	Miscellaneous	23970363774.0	33509146160.0
2018	Angola	ago	Miscellaneous	527831810.0	38475034.0
2018	Vietnam	vnm	Miscellaneous	12112765195.0	16346693053.0
2018	Guatemala	gtm	Miscellaneous	687260586.0	148064359.0
2018	Norway	nor	Miscellaneous	7239550233.0	2299821104.0
2018	Saint Vincent and the Grenadines	vct	Miscellaneous	13450179.0	28901501.0
2018	Bhutan	btn	Miscellaneous	31959810.0	475666.0
2018	Antigua and Barbuda	atg	Miscellaneous	30182780.0	5197188.999999999
2018	Saint Martin	maf	Miscellaneous	83466754.0	1419976.0
2018	Nepal	npl	Miscellaneous	243662967.0	26273701.0
2018	Netherlands	nld	Miscellaneous	41461268653.0	31306872279.0
2018	Nauru	nru	Miscellaneous	2657959.0	941007.0
2018	Malaysia	mys	Miscellaneous	9092153982.0	15692873856.0
2018	Tokelau	tkl	Miscellaneous	1153350.0	511059.0
2018	Brazil	bra	Miscellaneous	9003104615.0	2766981772.0
